"string","maintext-0x466_1",,,"よし！[delay]<$1E>\n
くさレースで\n
かせいでやる","Okay![delay]<$1E>\n
Time to go make some cash at the amateur races.",,"=IF(F87=I87, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x466"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x480
//=====",,,,,,
"string","maintext-0x480_1",,,"さっそく　かいにいこう","It's about time I got a new car.",,"=IF(F89=I89, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x480"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x48D
//=====",,,,,,
"string","maintext-0x48D_0",,,"[1B_setTextPage]<$C0>[speed]<$FF>","[1B_setTextPage]<$C0>[speed]<$FF>",,"=IF(F91=I91, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x48D"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
"string","maintext-0x48D_2",,,"
[setpos]<$02><$03>
レースよてい
[setpos]<$04><$03>
レースけっか
[setpos]<$06><$03>
つうしんはんばい
[setpos]<$08><$03>
れんさい　カーセミナー","[setpos]<$02><$03>
Race Schedule
[setpos]<$04><$03>
Race Results
[setpos]<$06><$03>
Mail-Order Catalog
[setpos]<$08><$03>
Weekly Car Seminar",,"=IF(F92=I92, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x4C7
//=====",,,,,,
"string","maintext-0x4C7_1",,,"レースしゅつじょうしゃ\n
ぼしゅうちゅう！","[8px]Now recruiting racers!",,"=IF(F94=I94, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x4C7"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x4E1
//=====",,,,,,
"string","maintext-0x4E1_1",,,"*　ショッピング　プラザ　*
[setpos]<$04><$01>
　もてるオトコの\n
　アイテム　だいしゅうごう！\n
　こんしゅうの\n
　オススメ　グッズは・・","#SETPADANDCENTER(0, 112)
* Shopping Plaza *\n
#DISABLEPADANDCENTER()
[setpos]<$04><$01>
Everything the suave man could ever want, all right here! Our recommendation this week is...",,"=IF(F96=I96, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x4E1"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x531
//=====",,,,,,
"string","maintext-0x531_1",,,"　　ぽくだいじありとめ　の\n
　カーメカニックにゅうもん\n","#SETPADANDCENTER(0, 112)
Aritome Pokudaiji's\n
Auto Mechanic Primer
#DISABLEPADANDCENTER()",,"=IF(F98=I98, ""UNTRANSLATED"", """")",,"CHECK, this name makes no sense to me. I'm sure it's some sort of joke or pun, but I have no idea what. — Supper (2025-04-10 02:41:19)","{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x531"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x554
//=====",,,,,,
"string","maintext-0x554_1",,,"じゃあ\n
さっそく　でんわで　もうしこもう\n","All right, I'll go phone 'em up.\n
",,"=IF(F100=I100, ""UNTRANSLATED"", """")",,"note that immediately after this, the phone-ringing script (maintext-0x2C90) is run using this same text box as a target without clearing it first, so it needs to be able to fit (and have its own dedicated line of the box, since it clears it out using text commands) — Supper (2025-04-10 04:18:30)","{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x554"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x570
//=====",,,,,,
"string","maintext-0x570_1",,,"はい　\n
ホリデー　ショッピングです","Hello, you've reached Holiday Shopping.",,"=IF(F102=I102, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x570"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x58B
//=====",,,,,,
"string","maintext-0x58B_1",,,"もしもし　ざっしに　のってた\n
[call19]<$06><$26>が　ほしいんだけど","Hi. I was interested in the [call19]<$06><$26> you're selling in your magazine?",,"=IF(F104=I104, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x58B"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x5AF
//=====",,,,,,
"string","maintext-0x5AF_1",,,"[call19]<$06><$26>　ですね\n
おきゃくさまの　おなまえを\n
おしえてください","The [call19]<$06><$26>? Yes, and your name, sir?",,"=IF(F106=I106, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x5AF"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x5D3
//=====",,,,,,
"string","maintext-0x5D3_1",,,"もしもし　ざっしに　のってた\n
しようずみ　[call19]<$B9><$D5>　が　ほしいんだけど","Hi. I was interested in the Used [call19]<$B9><$D5> you're selling in your magazine?",,"=IF(F108=I108, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x5D3"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x5FF
//=====",,,,,,
"string","maintext-0x5FF_1",,,"しようずみ　[call19]<$B9><$D5>　ですね\n
おきゃくさまの　おなまえを\n
おしえてください","The Used [call19]<$B9><$D5>? Yes, and your name, sir?",,"=IF(F110=I110, ""UNTRANSLATED"", """")",,"cf. maintext-0x5AF_1. this calls the ""censor"" script. — Supper (2025-04-10 04:22:13)","{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x5FF"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x62A
//=====",,,,,,
"string","maintext-0x62A_1",,,"\pです","\p.",,"=IF(F112=I112, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x62A"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x633
//=====",,,,,,
"string","maintext-0x633_1",,,"わかりました　1しゅうかんくらいで\n
おとどけします\n
[call19]<$E5><$6C>ございました","All right. We should have it there in around a week.\n
Thank you very much.",,"=IF(F114=I114, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x633"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x65E
//=====",,,,,,
"string","maintext-0x65E_1",,,"チン","[i]click[std]",,"=IF(F116=I116, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x65E"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x664
//=====",,,,,,
"string","maintext-0x664_1",,,"これでよしと\n
はやく　とどかないかなあ・・・","Well, there we go.\n
Hope it gets here soon...",,"=IF(F118=I118, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x664"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x680
//=====",,,,,,
"string","maintext-0x680_1",,,"トホホ・・・\n
クルマのローンが　はらえないや・・・\n","[i]sob[std]\n
I can't pay my car loan...\n",,"=IF(F120=I120, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x680"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
"string","maintext-0x680_3",,,"はたらかなくっちゃ・・・","I'm gonna have to work...",,"=IF(F121=I121, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x6B0
//=====",,,,,,
"string","maintext-0x6B0_1",,,"ゲーセンと　けいびいん\n
どっちにしようかな？","Should I work at the arcade, or as a security guard?",,"=IF(F123=I123, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x6B0"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x6CD
//=====",,,,,,
"string","maintext-0x6CD_1",,,"[speed]<$FF>
[setpos]<$02><$04>
ゲーセン
[setpos]<$04><$04>
けいびいん","[speed]<$FF>
[setpos]<$02><$04>
Arcade
[setpos]<$04><$04>
Guard",,"=IF(F125=I125, ""UNTRANSLATED"", """")",,"TODO: might want to move and expand this box so ""security guard"" will fit"" — Supper (2025-04-10 03:37:45)","{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x6CD"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x6E4
//=====",,,,,,
"string","maintext-0x6E4_1",,,"よしっ\n
ゲーセンにしよう","All right, the arcade sounds good.",,"=IF(F127=I127, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x6E4"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x6F6
//=====",,,,,,
"string","maintext-0x6F6_1",,,"けいびいんの\n
バイトにしよう","Guess I'll go for the guard gig.",,"=IF(F129=I129, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x6F6"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x70B
//=====",,,,,,
"string","maintext-0x70B_1",,,"あっ　きょうは　レースが　あるひだ\n
サーキットに　いかなきゃ","Oh, today's the day of the race.\n
I'd better get to the track.",,"=IF(F131=I131, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x70B"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x732
//=====",,,,,,
"string","maintext-0x732_1",,,"ピカピカの　しんしゃも\n
とどいたことだし・・・","Well, she's here: my brand-spankin'-new car.",,"=IF(F133=I133, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x732"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x751
//=====",,,,,,
"string","maintext-0x751_1",,,"まずはチューンナップだ\n
こんなものを　かってるばあいじゃない","I need to get my car tuned first.\n
No point buying that stuff now.",,"=IF(F135=I135, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x751"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x779
//=====",,,,,,
"string","maintext-0x779_1",,,"もう　こんしゅうは\n
ムダづかい　するのよそう","I think getting anything else this week would be a waste of money.",,"=IF(F137=I137, ""UNTRANSLATED"", """")",,,"{""book"":""main"",""canon_fail_on_y_overflow"":0,""canon_font"":""std"",""canon_height"":-1,""canon_width"":-1,""chapter"":""textscript-section-0x36D"",""extra_params"":{""stringProperties"":[]},""page"":"""",""pre_comments"":[{""content"":""String start: maintext-0x779"",""type"":""small""}],""contentIsDupeOf"":"""",""prefixIsDupeOf"":"""",""suffixIsDupeOf"":""""}"
,,,,"//=====
// String start: maintext-0x797
//=====",,,,,,
